Abstract Link,Authors (scrambled),Cited-By Count,Cited-By Link,DOI,Date,EID,Funding Agency,Page Range,PubMed ID,Scopus ID,Scopus Link,Searched PI,Source Title,Title,Type,PI,IC
https://api.elsevier.com/content/abstract/scopus_id/85057456558,Jong Hwan Lee;Peter A. Bandettini;Hyun Chul Kim,6,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057456558&origin=inward,10.1016/j.neuroimage.2018.10.054,2019-02-01,"('2-s2.0-85057456558', 'Bandettini')",,607-627,30366076.0,85057456558,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057456558&origin=inward,Bandettini,NeuroImage,Deep neural network predicts emotional responses of the human brain from functional magnetic resonance imaging,Article,Bandettini,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85055328485,Hedok Lee;Elsa Lindgren;Silvina Horovitz;Tansha Srivastava;Şükrü Barış Demiral;Veronica Ramirez;Ehsan Shokri-Kojori;Peter Bandettini;Joelle Sarlls;Clara R. Freeman;Gregg Miller;Gene Jack Wang;Amna Zehra;Dardo Tomasi;Nora D. Volkow;Helene Benveniste;Corinde E. Wiers;Kenneth Ke,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055328485&origin=inward,10.1016/j.neuroimage.2018.10.043,2019-01-15,"('2-s2.0-85055328485', 'Bandettini')",NIAAA,263-273,30342236.0,85055328485,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055328485&origin=inward,Bandettini,NeuroImage,Apparent diffusion coefficient changes in human brain during sleep – Does it inform on the existence of a glymphatic system?,Article,Bandettini,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85053871149,Javier Gonzalez-Castillo;Stefano Moia;Peter A. Bandettini;César Caballero-Gaudes,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053871149&origin=inward,10.1007/978-3-030-00931-1_36,2018-01-01,"('2-s2.0-85053871149', 'Bandettini')",,311-319,,85053871149,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053871149&origin=inward,Bandettini,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Quantitative deconvolution of fmri data with multi-echo sparse paradigm free mapping,Conference Paper,Bandettini,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85064820043,Charles Y. Zheng;Patrick McClure;Peter Bandettini;Jakub R. Kaczmarzyk;Francisco Pereira;Dylan Nielson;Satrajit S. Ghosh;John A. Lee,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064820043&origin=inward,,2018-01-01,"('2-s2.0-85064820043', 'Bandettini')",NIMH,4093-4103,,85064820043,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064820043&origin=inward,Bandettini,Advances in Neural Information Processing Systems,Distributed weight consolidation: A brain segmentation case study,Conference Paper,Bandettini,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85055324723,Peter J. Basser;Alexandru V. Avram;Joelle E. Sarlls,4,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055324723&origin=inward,10.1016/j.neuroimage.2018.10.030,2019-01-15,"('2-s2.0-85055324723', 'Basser')",NICHD,255-262,30326294.0,85055324723,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055324723&origin=inward,Basser,NeuroImage,Measuring non-parametric distributions of intravoxel mean diffusivities using a clinical MRI scanner,Article,Basser,NINDS
https://api.elsevier.com/content/abstract/scopus_id/85050669547,Ryan Kelly;Karen F. Berman;Yan Zhang;Christian Meyer;Stefano Marenco;Jun Shen;Jan Willem van der Veen;Dwight Dickinson;Daniel R. Weinberger,3,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050669547&origin=inward,10.1038/s41386-018-0134-5,2018-10-01,"('2-s2.0-85050669547', 'Berman')",NIMH,2285-2291,30050047.0,85050669547,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050669547&origin=inward,Berman,Neuropsychopharmacology,Role of gamma-amino-butyric acid in the dorsal anterior cingulate in age-associated changes in cognition,Article,Berman,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85068327144,Karen F. Berman;Venkata S. Mattay;Archana Venkataraman;Sayan Ghosal;Qiang Chen;William Ulrich;Aaron L. Goldman;Daniel R. Weinberger,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068327144&origin=inward,10.1117/12.2511220,2019-01-01,"('2-s2.0-85068327144', 'Berman')",NIMH,,,85068327144,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068327144&origin=inward,Berman,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,A generative-predictive framework to capture altered brain activity in fMRI and its association with genetic risk: Application to Schizophrenia,Conference Paper,Berman,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85053556025,Peter van Gelderen;Jeff H. Duyn,7,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053556025&origin=inward,10.1002/mrm.27398,2019-01-01,"('2-s2.0-85053556025', 'Duyn')",NINDS,628-638,30230605.0,85053556025,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053556025&origin=inward,Duyn,Magnetic Resonance in Medicine,White matter intercompartmental water exchange rates determined from detailed modeling of the myelin sheath,Article,Duyn,NINDS
https://api.elsevier.com/content/abstract/scopus_id/85049795779,Jacco A. de Zwart;Pascal Sati;Daniel S. Reich;Matthew K. Schindler;Peter van Gelderen;Jiaen Liu;Jeff H. Duyn,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049795779&origin=inward,10.1016/j.neuroimage.2018.07.011,2018-11-01,"('2-s2.0-85049795779', 'Duyn')",NIH,292-300,29981905.0,85049795779,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049795779&origin=inward,Duyn,NeuroImage,Impulse response timing differences in BOLD and CBV weighted fMRI,Article,Duyn,NINDS
https://api.elsevier.com/content/abstract/scopus_id/85066470261,Howard J. Federoff;Dima A. Hammoud;Davis P. Argersinger;Russell R. Lonser;Krystof S. Bankiewicz;Peter Herscovitch;Tianxia Wu;Codrin Lungu;Sanhita Sinharay;Kareem A. Zaghloul;Debra J. Ehrlich;Mark Hallett;Gretchen Scott;John D. Heiss,10,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066470261&origin=inward,10.1002/mds.27724,2019-07-01,"('2-s2.0-85066470261', 'Hallett')",UC,1073-1078,31145831.0,85066470261,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066470261&origin=inward,Hallett,Movement Disorders,Trial of magnetic resonance–guided putaminal gene therapy for advanced Parkinson's disease,Article,Hallett,NINDS
https://api.elsevier.com/content/abstract/scopus_id/85056323152,Gaurang S. Limachia;Carine W. Maurer;Silvina G. Horovitz;Stephen Sinclair;Rezvan Ameli;Steven A. Epstein;Geanna Capitan;Mark Hallett;Kathrin Lafave,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056323152&origin=inward,10.1212/WNL.0000000000006514,2018-11-13,"('2-s2.0-85056323152', 'Hallett')",NINDS,E1870-E1879,30305450.0,85056323152,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056323152&origin=inward,Hallett,Neurology,Article gray matter differences in patients with functional movement disorders,Article,Hallett,NINDS
https://api.elsevier.com/content/abstract/scopus_id/85054736833,Caleb J. Huang;Rachel Smallwood Shoukry;Devin Bageac;Laura E. Danielian;Mary Kay Floeter;Michael G. Clark,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054736833&origin=inward,10.1080/21678421.2018.1517180,2018-10-02,"('2-s2.0-85054736833', 'Hallett')",NIH,562-569,30299161.0,85054736833,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054736833&origin=inward,Hallett,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,Loss of functional connectivity is an early imaging marker in primary lateral sclerosis,Article,Hallett,NINDS
https://api.elsevier.com/content/abstract/scopus_id/85063696578,Ellen Leibenluft;Richard C. Reynolds;Jillian Lee Wiggins;Maria Kryza-Lacombe;Kenneth Towbin;Melissa A. Brotman;Daniel S. Pine,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063696578&origin=inward,10.1111/bdi.12768,2019-06-01,"('2-s2.0-85063696578', 'Leibenluft')",NIH,309-320,30851221.0,85063696578,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063696578&origin=inward,Leibenluft,Bipolar Disorders,Neural mechanisms of face emotion processing in youths and adults with bipolar disorder,Article,Leibenluft,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85060043984,Laura Donahue;Anna E. Frackman;Argyris Stringaris;Christen M. Deveney;Laura Machlin;Elizabeth Moroney;Gretchen Perhamus;Ellen Leibenluft;Richard C. Reynolds;John M. Hettema;Jennifer Y. Yi;Melissa A. Brotman;Roxann Roberson-Nay;Daniel S. Pine;Wan Ling Tseng;Derek Hsu;Alexandra Roule;Katharina Kircanski;Joel Stoddard;Kenneth E. Towbin,12,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060043984&origin=inward,10.1176/appi.ajp.2018.18040491,2019-01-01,"('2-s2.0-85060043984', 'Leibenluft')",NIMH,67-76,30336704.0,85060043984,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060043984&origin=inward,Leibenluft,American Journal of Psychiatry,Brain mechanisms of attention orienting following frustration: Associations with irritability and age in youths,Article,Leibenluft,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85056722440,Eric E. Nelson;Ellen Leibenluft;Ashley R. Smith;Brent I. Rappaport;Johanna M. Jarcho;Daniel S. Pine,3,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056722440&origin=inward,10.1089/cap.2017.0142,2018-11-01,"('2-s2.0-85056722440', 'Leibenluft')",NARSAD,646-654,29792726.0,85056722440,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056722440&origin=inward,Leibenluft,Journal of Child and Adolescent Psychopharmacology,I like them...will they like me? Evidence for the role of the ventrolateral prefrontal cortex during mismatched social appraisals in anxious youth,Article,Leibenluft,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85059839456,Adrian W. Gilmore;Sarah E. Kalinowski;Stephen J. Gotts;Alex Martin;Shawn C. Milleville,5,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059839456&origin=inward,10.1016/j.neuropsychologia.2018.12.023,2019-02-18,"('2-s2.0-85059839456', 'Martin')",NIH,31-43,30610842.0,85059839456,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059839456&origin=inward,Martin,Neuropsychologia,Identifying task-general effects of stimulus familiarity in the parietal memory network,Article,Martin,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85059397375,Laurel J. Buxbaum;Stephen J. Gotts;Christine E. Watson;Alex Martin,4,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059397375&origin=inward,10.1016/j.nicl.2018.08.033,2019-01-01,"('2-s2.0-85059397375', 'Martin')",NIMH,,30612063.0,85059397375,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059397375&origin=inward,Martin,NeuroImage: Clinical,Bilateral functional connectivity at rest predicts apraxic symptoms after left hemisphere stroke,Article,Martin,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85055425406,Gregory L. Wallace;Jason Crutcher;Alex Martin,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055425406&origin=inward,10.1002/aur.1969,2018-08-01,"('2-s2.0-85055425406', 'Martin')",NIH,1175-1186,30365251.0,85055425406,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055425406&origin=inward,Martin,Autism Research,Dissociations in the neural substrates of language and social functioning in autism spectrum disorder,Article,Martin,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85065538990,Avniel Singh Ghuman;Alex Martin,2,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065538990&origin=inward,10.1016/j.tics.2019.04.004,2019-07-01,"('2-s2.0-85065538990', 'Martin')",NSF,534-536,31103440.0,85065538990,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065538990&origin=inward,Martin,Trends in Cognitive Sciences,Dynamic Neural Representations: An Inferential Challenge for fMRI,Short Survey,Martin,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85054133925,David J. Heeger;Zvi N. Roth;Elisha P. Merriam,4,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054133925&origin=inward,10.7554/eLife.37241,2018-08-14,"('2-s2.0-85054133925', 'Merriam')",NIH,,30106372.0,85054133925,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054133925&origin=inward,Merriam,eLife,Stimulus vignetting and orientation selectivity in human visual cortex,Article,Merriam,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85053080665,Marisa Carrasco;David J. Heeger;Elisha P. Merriam;Laura Dugué,18,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053080665&origin=inward,10.1093/cercor/bhx140,2018-01-01,"('2-s2.0-85053080665', 'Merriam')",,2375-2390,28981585.0,85053080665,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053080665&origin=inward,Merriam,Cerebral Cortex,Specific visual subregions of TPJ mediate reorienting of spatial attention,Article,Merriam,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85066163873,Daniel B. Rosoff;Falk W. Lohoff;Audrey Luo;Samantha J. Fede;Jisoo Lee;Christine Muench;Hui Sun;Reza Momenan;Jeesun Jung;Katrin Charlet,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066163873&origin=inward,10.1093/alcalc/agz032,2019-01-01,"('2-s2.0-85066163873', 'Momenan')",NIH,209-215,31008507.0,85066163873,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066163873&origin=inward,Momenan,Alcohol and Alcoholism,Lack of Association between Serotonin Transporter Gene (SLC6A4) Promoter Methylation and Amygdala Response during Negative Emotion Processing in Individuals with Alcohol Dependence,Article,Momenan,NIAAA
https://api.elsevier.com/content/abstract/scopus_id/85056848429,Julia E. Swan;Matthew E. Sloan;Vijay A. Ramchandani;Joshua Gowin;Reza Momenan,6,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056848429&origin=inward,10.1007/s00213-018-5113-3,2019-02-14,"('2-s2.0-85056848429', 'Momenan')",,775-785,30456539.0,85056848429,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056848429&origin=inward,Momenan,Psychopharmacology,The relationship between delay discounting and alcohol dependence in individuals with and without comorbid psychopathology,Article,Momenan,NIAAA
https://api.elsevier.com/content/abstract/scopus_id/85061044348,Elliot A. Stein;Alan Evans;Marc Etienne Rousseau;Anne Uhlmann;Alain Dagher;Mary M. Heitzeg;Yann Ying Chye;Ozlem Korucuoglu;Martin P. Paulus;Anna E. Goudriaan;Dick Veltman;Patricia Conrod;Maartje Luijten;Godfrey Pearlson;Margaret J. Wright;Rita Z. Goldstein;April May;Robert Hester;Sarah Whittle;Angelica Morales;Chiang Shan R. Li;Dan J. Stein;John J. Foxe;Rocio Martin-Santos;Nadia Solowij;Murat Yücel;Deborah Yurgelun-Todd;Renée Schluter;Catherine Orr;Nelly Alia-Klein;Valentina Lorenzetti;Betty Jo Salmeron;Bader Chaarani;Zsuzsika Sjoerds;Susan Tapert;Scott Mackey;Kent Hutchison;Samantha Brooks;Sheng Zhang;Reza Momenan;Hugh Garavan;Nicholas B. Allen;David C. Glahn;Albert Batalla;Elisabeth Caparelli;Derrek P. Hibar;Sylvane Desrivieres;Ruth Van Holst;Sara Blaine;Gunter Schumann;Philip Spechler;Nicholas Allgaier;Janna Cousijn;Lianne Schmaal;Paul M. Thompson;Edythe London;Sarah Feldstein-Ewing;Janice Bunn;Rajita Sinha;Neda Jahanshad,34,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061044348&origin=inward,10.1176/appi.ajp.2018.17040415,2019-02-01,"('2-s2.0-85061044348', 'Momenan')",NIMH,119-128,30336705.0,85061044348,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061044348&origin=inward,Momenan,American Journal of Psychiatry,Mega-analysis of gray matter volume in substance dependence: General and substance-specific regional effects,Article,Momenan,NIAAA
https://api.elsevier.com/content/abstract/scopus_id/85063233336,Samantha J. Fede;Erica N. Grodin;Nancy Diazgranados;Reza Momenan;Sarah F. Dean,9,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063233336&origin=inward,10.1016/j.nicl.2019.101782,2019-01-01,"('2-s2.0-85063233336', 'Momenan')",NIH,,30921611.0,85063233336,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063233336&origin=inward,Momenan,NeuroImage: Clinical,Resting state connectivity best predicts alcohol use severity in moderate to heavy alcohol users,Article,Momenan,NIAAA
https://api.elsevier.com/content/abstract/scopus_id/85049883924,Falk W. Lohoff;Carlos R. Cortes;Christine Muench;Melanie Schwandt;Reza Momenan;Jeesun Jung,3,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049883924&origin=inward,10.1038/s41398-018-0184-9,2018-12-01,"('2-s2.0-85049883924', 'Momenan')",NIH,,30006604.0,85049883924,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049883924&origin=inward,Momenan,Translational Psychiatry,The major depressive disorder GWAS-supported variant rs10514299 in TMEM161B-MEF2C predicts putamen activation during reward processing in alcohol dependence,Article,Momenan,NIAAA
https://api.elsevier.com/content/abstract/scopus_id/85057151554,Lauren Sussman;Markus Heilig;Kelsey Sundby;Grace M. Brennan;Erica N. Grodin;Nancy Diazgranados;Reza Momenan,15,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057151554&origin=inward,10.1016/j.bpsc.2018.06.009,2018-12-01,"('2-s2.0-85057151554', 'Momenan')",NIAAA,1022-1031,30143454.0,85057151554,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057151554&origin=inward,Momenan,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,Neural Correlates of Compulsive Alcohol Seeking in Heavy Drinkers,Article,Momenan,NIAAA
https://api.elsevier.com/content/abstract/scopus_id/85062038500,Carlos A. Zarate;Maura L. Furey;Jessica L. Reed;Joanna E. Szczepanik;Jennifer W. Evans;Allison C. Nugent,7,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062038500&origin=inward,10.1016/j.bpsc.2019.01.005,2019-07-01,"('2-s2.0-85062038500', 'Nugent')",NIMH,610-618,30826253.0,85062038500,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062038500&origin=inward,Nugent,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,Effects of Ketamine on Brain Activity During Emotional Processing: Differential Findings in Depressed Versus Healthy Control Participants,Article,Nugent,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85058137370,Carlos A. Zarate;Jessica R. Gilbert;Allison C. Nugent;Kathleen E. Wills,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058137370&origin=inward,10.1016/j.pscychresns.2018.09.001,2019-01-30,"('2-s2.0-85058137370', 'Nugent')",NARSAD,64-66,30551012.0,85058137370,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058137370&origin=inward,Nugent,Psychiatry Research - Neuroimaging,Synaptic potentiation and rapid antidepressant response to ketamine in treatment-resistant major depression: A replication study,Article,Nugent,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85067390070,Carlos A. Zarate;Dipavo Banerjee;Sam L. Snider;Cristan Farmer;Jennifer W. Evans;Allison C. Nugent,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067390070&origin=inward,10.1002/hbm.24679,2019-01-01,"('2-s2.0-85067390070', 'Nugent')",NARSAD,3940-3950,31179620.0,85067390070,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067390070&origin=inward,Nugent,Human Brain Mapping,Multimodal imaging reveals a complex pattern of dysfunction in corticolimbic pathways in major depressive disorder,Article,Nugent,NIMH
https://api.elsevier.com/content/abstract/scopus_id/85064911728,Carlos A. Zarate;Jessica L. Reed;Carl W. Lejuez;Joanna E. Szczepanik;Jennifer W. Evans;Allison C. Nugent;Elizabeth D. Ballard,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064911728&origin=inward,10.1007/s11682-019-00084-w,2019-12-01,"('2-s2.0-85064911728', 'Nugent')",NARSAD,1624-1634,31030316.0,85064911728,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064911728&origin=inward,Nugent,Brain Imaging and Behavior,Mapping anticipatory anhedonia: an fMRI study,Article,Nugent,NIMH
